index,cntr_01,dist_x,pang_x,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
518,519,0.290705,78.804986,141.146375,30.881222222,J092435.15+305252.4,141.1464673,30.8812379,0.056,0.0577,-0.0127,14.052,0.027,40.0,1.983,13.702,0.034,31.6,1.111,11.068,0.14,7.8,0.9263,8.759,0.435,2.5,0.9282,1,0,0.0,0.0,0.0,0.0,-42,133,102,140,0000,0,00nn,AABC,0000,24,24,24,24,3,12,0,12
519,520,0.182316,-162.544205,141.151125,30.876611111,J092436.26+305235.6,141.1511073,30.8765628,0.0499,0.051,-0.0096,13.792,0.026,41.7,1.33,13.345,0.03,35.6,0.9316,9.719,0.05,21.8,0.9444,7.924,0.217,5.0,0.875,1,0,0.0,0.0,0.0,0.0,63,83,54,46,0000,0,000n,AAAB,0000,24,24,24,24,12,12,2,12
520,521,0.30384,131.779906,141.19445833,32.429833333,J092446.68+322547.1,141.1945329,32.4297771,0.0666,0.0681,-0.0096,14.392,0.029,37.2,2.505,14.224,0.046,23.4,1.269,12.467,0.505,2.2,0.9924,8.952,,-2.2,1.037,1,0,0.0,0.0,0.0,0.0,149,158,758,168,h000,0,01nn,AACU,0000,22,22,22,22,1,11,0,11
521,522,,,141.19658333,32.424111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,523,0.081776,92.719506,141.21966667,38.351777778,J092452.72+382106.3,141.2196956,38.3517767,0.0375,0.036,-0.0085,10.957,0.022,48.3,30.22,11.027,0.02,54.1,11.86,10.14,0.063,17.2,0.8761,8.757,0.356,3.0,0.985,1,0,0.0,0.0,0.0,0.0,-70,43,-180,43,0000,5,011n,AAAC,0000,27,27,27,27,14,14,0,14
523,524,1.000027,-5.489989,141.245125,2.4221388889,J092458.82+022520.6,141.2450984,2.4224154,0.0521,0.0767,-0.0288,13.503,0.039,27.8,1.256,13.072,0.04,27.2,0.9248,9.707,0.079,13.8,0.9001,7.973,0.351,3.1,1.064,2,1,0.0,0.0,0.0,0.0,4,172,-24,170,0000,0,nnnn,AAAB,0000,22,22,22,22,11,11,1,11
524,525,0.453319,57.44724,141.25466667,2.4131944444,J092501.14+022447.7,141.2547729,2.4132622,0.0545,0.0548,0.0036,13.964,0.026,41.8,2.417,13.686,0.036,30.3,0.9537,10.066,0.065,16.6,1.008,8.349,0.312,3.5,0.9701,1,0,0.0,0.0,0.0,0.0,126,176,56,165,0000,0,110n,AAAB,0000,21,21,21,21,11,11,1,11
528,529,0.104844,94.705041,142.026,26.383138889,J092806.24+262259.2,142.0260324,26.3831365,0.0421,0.0397,-0.0088,11.827,0.024,46.1,17.75,11.889,0.022,48.3,4.64,11.033,0.148,7.3,0.8061,8.575,,1.0,0.9946,1,0,0.0,0.0,0.0,0.0,-39,51,39,52,0000,5,11nn,AABU,0000,25,25,25,25,4,14,0,14
529,530,1.271597,52.052142,142.04583333,26.361138889,J092811.07+262140.8,142.0461442,26.3613561,0.0776,0.071,0.0439,13.699,0.04,26.9,1.514,13.565,0.047,23.1,0.9071,10.696,0.124,8.7,0.9719,8.291,0.51,2.1,0.9471,2,1,0.0,0.0,0.0,0.0,-198,128,-401,114,0000,4,nnnn,AABC,0000,25,25,25,25,6,14,0,14
530,531,0.080118,-130.431731,142.14454167,36.474833333,J092834.68+362829.3,142.1445206,36.4748189,0.053,0.0535,-0.006,13.787,0.026,41.2,2.033,13.637,0.034,32.4,0.9639,10.894,0.109,10.0,0.9066,8.507,0.297,3.7,0.9845,1,0,0.0,0.0,0.0,0.0,-178,118,75,118,0000,0,011n,AAAB,0000,28,28,28,28,8,15,1,15
531,532,0.296031,-150.79522,142.154,36.479527778,J092836.94+362846.0,142.1539501,36.479456,0.0435,0.0426,-0.0089,12.776,0.024,45.1,8.536,12.614,0.025,43.6,1.899,10.665,0.086,12.6,0.9927,8.929,0.499,2.2,0.9821,1,0,0.0,0.0,0.0,0.0,-188,72,-45,71,0000,5,001n,AAAC,0000,28,28,28,28,13,15,0,15
532,533,0.768019,97.12024,142.26458333,61.116944444,J092903.60+610700.9,142.2650216,61.116918,0.0502,0.0496,0.0059,13.857,0.027,40.6,7.286,13.515,0.031,34.8,2.492,9.797,0.042,25.9,1.238,6.706,0.064,16.8,0.9817,1,0,0.0,0.0,0.0,0.0,19,73,20,75,0000,1,1100,AAAA,0000,32,32,32,32,17,17,17,17
533,534,,,142.26766667,61.116388889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,535,1.091207,66.698964,142.476125,0.46475,J092954.33+002753.5,142.4764034,0.4648699,0.0508,0.0509,-0.0042,13.541,0.026,41.8,4.487,13.363,0.03,36.3,1.218,11.149,0.162,6.7,0.8998,8.958,,-0.1,0.7777,1,0,0.0,0.002,0.0,0.0,100,98,46,102,0000,1,00nn,AABU,0000,25,25,25,25,4,12,0,12
535,536,0.218104,125.431086,142.48095833,0.46747222222,J092955.44+002802.7,142.4810077,0.4674371,0.0558,0.0571,-0.0048,14.125,0.028,39.4,1.406,13.785,0.035,30.8,0.9943,10.058,0.061,17.9,0.9779,8.234,0.266,4.1,0.9304,1,0,0.0,0.0,0.0,0.0,78,367,293,240,0000,0,110n,AAAB,0000,25,25,25,25,12,12,1,12
536,537,0.188501,26.51068,142.51483333,34.223694444,J093003.56+341325.4,142.5148616,34.2237413,0.0391,0.037,-0.0082,11.662,0.022,48.5,19.52,11.688,0.021,51.4,6.018,10.101,0.063,17.2,0.9594,8.362,0.387,2.8,0.6749,1,0,0.0,0.0,0.0,0.0,-98,48,50,47,0000,5,120n,AAAC,0000,24,24,24,24,12,12,1,12
537,538,0.850441,172.559272,142.546125,34.226694444,J093011.07+341335.2,142.546162,34.2264602,0.0487,0.0651,-0.0159,13.328,0.028,39.5,3.321,13.31,0.035,31.4,1.17,10.844,0.128,8.5,1.097,8.306,,0.8,0.9676,2,1,0.0,0.0,0.0,0.0,26,80,189,91,0000,5,nnnn,AABU,0000,24,24,24,24,6,12,0,12
538,539,0.066959,-60.943809,142.867875,9.8059166667,J093128.28+094821.3,142.8678585,9.8059257,0.0607,0.0626,0.006,14.128,0.029,38.0,1.571,13.968,0.04,27.1,0.9327,11.698,0.258,4.2,1.043,8.279,0.272,4.0,0.9452,1,0,0.0,0.0,0.0,0.002,80,141,-22,152,0000,2,00nn,AABB,0000,24,24,24,24,0,12,1,12
539,540,0.132336,6.670623,142.87066667,9.8006388889,J093128.96+094802.4,142.870671,9.8006754,0.0495,0.05,0.0056,13.57,0.027,40.9,2.302,13.088,0.029,37.4,1.19,9.853,0.059,18.5,0.9552,6.688,0.076,14.2,1.089,1,0,0.0,0.0,0.0,0.002,120,401,68,265,0000,4,1100,AAAA,0000,24,24,24,24,12,12,12,12
540,541,0.043381,-97.203915,143.13320833,9.8326111111,J093231.96+094957.3,143.1331962,9.8326096,0.0429,0.0418,-0.0094,12.415,0.023,46.6,6.708,12.433,0.024,45.2,1.516,11.531,0.245,4.4,1.004,8.464,,0.7,1.01,1,0,0.0,0.0,0.0,0.0,-41,58,72,61,0000,5,00nn,AABU,0000,22,22,22,22,0,10,0,10
541,542,0.101688,104.674291,143.15241667,9.8405555556,J093236.58+095025.9,143.1524444,9.8405484,0.039,0.0392,-0.0079,12.395,0.023,47.3,16.92,12.265,0.024,44.9,4.038,8.566,0.028,39.1,2.037,5.982,0.059,18.5,1.019,1,0,0.001,0.0,0.0,0.0,0,52,0,55,0000,5,0000,AAAA,0000,21,21,21,21,10,10,10,10
543,544,0.16744,43.92435,143.39341667,34.0315,J093334.42+340153.5,143.3934556,34.0315335,0.0589,0.0599,-0.0027,14.058,0.027,39.7,2.769,14.003,0.04,27.1,0.9595,11.754,0.253,4.3,0.8953,8.745,0.452,2.4,1.02,1,0,0.0,0.0,0.0,0.0,38,124,161,136,0000,0,00nn,AABC,0000,26,26,26,26,0,13,0,13
544,545,0.515984,-155.605897,143.59320833,29.229333333,J093422.35+291345.1,143.5931405,29.2292028,0.0612,0.0531,-0.0183,13.546,0.028,38.7,4.672,13.339,0.034,32.4,1.479,10.358,0.081,13.4,1.063,8.613,0.459,2.4,0.9838,2,1,0.0,0.0,0.0,0.0,462,139,-100,118,0000,1,nnnn,AAAC,0000,25,25,25,25,15,15,0,15
545,546,0.14741,-36.484897,143.59525,29.228527778,J093422.85+291342.8,143.5952221,29.2285607,0.081,0.0723,-0.0277,14.253,0.036,30.5,4.672,13.937,0.047,23.1,1.479,10.557,0.097,11.2,1.063,8.631,0.467,2.3,0.9838,2,1,0.0,0.0,0.0,0.0,,,,,0000,1,nnnn,AAAC,0000,25,25,25,25,13,15,0,15
546,547,0.079331,-104.274232,143.616375,16.731333333,J093427.92+164352.7,143.6163527,16.7313279,0.0465,0.0454,-0.0091,12.927,0.024,45.3,4.254,12.843,0.027,40.2,1.184,12.063,0.339,3.2,0.7657,8.999,,-1.9,1.053,1,0,0.0,0.0,0.0,0.0,-307,74,-237,77,0000,1,11nn,AABU,0000,21,21,21,21,0,13,0,13
547,548,0.093412,-126.192831,143.63379167,16.733972222,J093432.10+164402.2,143.6337698,16.7339569,0.0397,0.0388,-0.0086,12.492,0.023,46.4,16.79,11.954,0.022,48.7,3.448,9.243,0.039,27.5,1.737,7.189,0.107,10.2,1.035,1,0,0.0,0.0,0.0,0.0,-329,107,-40,96,0000,5,0111,AAAA,0000,21,21,21,21,13,13,10,13
549,550,0.257595,108.683973,143.69233333,9.7017222222,J093446.17+094206.1,143.6924021,9.7016993,0.0546,0.0561,-0.0019,13.832,0.027,40.5,2.239,13.545,0.034,31.7,1.017,10.104,0.071,15.3,0.9527,8.237,0.307,3.5,0.9047,1,0,0.0,0.0,0.0,0.0,156,238,253,216,0000,0,000n,AAAB,0000,22,22,22,22,10,10,1,10
550,551,0.095571,-75.777956,143.8135,24.587527778,J093515.23+243515.1,143.8134717,24.5875343,0.039,0.0384,-0.0056,11.815,0.023,46.9,14.54,11.798,0.022,49.4,4.345,9.404,0.045,23.9,1.189,7.963,0.258,4.2,0.9622,1,0,0.0,0.0,0.0,0.0,0,42,0,43,0000,5,000n,AAAB,0000,23,23,23,23,11,11,1,11
551,552,0.215339,-51.28604,143.82383333,24.601888889,J093517.70+243606.9,143.823782,24.6019263,0.0596,0.0613,-0.006,14.066,0.027,40.0,1.743,13.993,0.043,25.4,0.8823,12.018,0.414,2.6,0.9751,8.703,,0.0,0.82,1,0,0.0,0.0,0.0,0.0,-190,130,35,139,0000,0,00nn,AACU,0000,22,22,22,22,0,10,0,10
554,555,0.259594,31.45795,144.09733333,18.858388889,J093623.36+185130.4,144.0973731,18.8584504,0.0549,0.0553,-0.0067,13.879,0.026,41.9,2.109,13.744,0.037,29.6,0.978,11.842,0.275,3.9,0.9603,9.115,,-0.1,0.8616,1,0,0.0,0.0,0.0,0.0,29,110,106,115,0000,0,01nn,AABU,0000,27,27,26,26,0,15,0,15
555,556,0.094008,106.538226,144.0975,59.415833333,J093623.41+592456.9,144.0975492,59.4158259,0.0622,0.0632,-0.0079,14.407,0.028,38.5,1.113,14.252,0.045,24.3,0.9313,12.156,,1.3,0.7988,8.613,,1.4,1.247,1,0,0.0,0.0,0.0,0.0,129,128,-167,138,0000,0,11nn,AAUU,0000,31,31,31,31,0,14,0,14
556,557,0.180632,29.172203,144.10570833,59.414638889,J093625.38+592452.8,144.1057564,59.4146827,0.047,0.0469,-0.0049,13.676,0.025,44.3,2.494,13.135,0.029,37.5,1.087,10.28,0.07,15.5,0.8918,7.612,0.155,7.0,0.8264,1,0,0.0,0.001,0.0,0.0,69,69,45,175,0000,0,110n,AAAB,0000,29,29,29,29,13,14,3,14
557,558,0.160267,-121.123786,144.12566667,28.503361111,J093630.14+283012.0,144.1256233,28.5033381,0.0417,0.0393,-0.007,11.926,0.023,48.2,18.98,11.971,0.023,46.7,4.442,11.115,0.134,8.1,1.065,8.722,,0.6,1.047,1,0,0.0,0.0,0.0,0.0,94,52,-101,53,0000,5,21nn,AABU,0000,24,24,24,24,3,14,0,14
558,559,0.163136,-19.477526,144.20833333,11.751027778,J093649.99+114503.8,144.2083179,11.7510705,0.0294,0.0278,0.0052,11.487,0.022,49.0,3.85,10.891,0.02,55.1,1.638,6.756,0.012,88.3,1.54,3.876,0.02,53.1,0.9574,2,1,0.0,0.0,0.0,0.0,114,39,120,38,0000,5,nnnn,AAAA,0000,21,21,21,21,11,11,11,11
559,560,0.202183,6.607581,144.22275,11.716861111,J093653.46+114300.9,144.2227566,11.7169169,0.0607,0.0622,-0.0096,14.129,0.028,38.6,6.639,13.979,0.042,25.7,1.501,10.406,0.085,12.8,1.144,8.21,,1.8,0.9575,1,0,0.0,0.0,0.0,0.0,-332,217,475,194,0000,5,011n,AAAU,0000,22,22,22,22,10,11,0,11
560,561,0.124294,-103.75809,145.53216667,2.4681111111,J094207.71+022805.1,145.5321331,2.4681029,0.0412,0.0403,-0.0089,12.261,0.023,48.2,8.152,12.17,0.024,45.1,2.156,9.541,0.057,19.2,0.9444,7.818,0.208,5.2,0.7716,1,0,0.0,0.0,0.0,0.0,0,88,0,98,0000,5,000n,AAAB,0000,22,22,22,22,10,10,2,11
561,562,1.133956,69.666029,145.53754167,2.4701944444,J094209.08+022813.0,145.5378373,2.4703039,0.045,0.0436,-0.0086,12.622,0.024,44.8,13.66,12.617,0.025,42.9,3.062,11.882,0.313,3.5,1.053,8.167,,1.6,0.8882,1,0,0.0,0.0,0.0,0.0,32,64,106,67,0000,5,01nn,AABU,0000,22,22,22,22,1,10,0,11
562,563,1.294893,23.206909,145.541,38.495861111,J094209.88+382946.2,145.5411811,38.4961917,0.0615,0.0787,0.0437,13.086,0.043,25.1,2.448,13.083,0.046,23.6,0.9978,11.815,0.313,3.5,1.037,7.571,,1.7,1.03,2,1,0.0,0.0,0.0,0.0,-15,58,-4,64,0000,4,nnnn,AABU,0000,25,25,25,25,1,13,0,13
563,564,0.087267,-96.765134,145.55991667,38.518805556,J094214.37+383107.6,145.5598859,38.5188027,0.0572,0.0573,-0.0071,13.976,0.027,40.6,2.685,13.876,0.038,28.9,0.9892,12.071,0.319,3.4,0.8674,8.517,,1.2,0.9757,1,0,0.0,0.0,0.0,0.0,-34,112,-75,120,0000,0,00nn,AABU,0000,25,25,25,25,1,14,0,14
564,565,0.1449,99.80663,145.566625,54.319555556,J094216.00+541910.3,145.566693,54.3195487,0.0449,0.0441,-0.0085,13.323,0.024,45.9,3.271,13.265,0.026,41.5,1.04,11.337,0.136,8.0,0.9754,9.321,,0.1,0.985,1,0,0.0,0.0,0.0,0.0,50,65,158,68,0000,1,22nn,AABU,0011,51,51,51,51,5,22,0,23
565,566,0.13649,99.735261,145.57333333,54.319361111,J094217.61+541909.6,145.5733974,54.3193547,0.0509,0.0507,-0.0094,14.037,0.025,43.2,2.477,13.924,0.032,34.2,1.038,12.959,,-0.3,0.7958,8.846,,1.4,0.9533,1,0,0.001,0.0,0.0,0.0,0,80,0,86,0000,0,00nn,AAUU,0011,51,51,51,51,0,23,0,23
566,567,0.787466,-162.631105,146.03508333,33.082916667,J094408.40+330457.7,146.0350054,33.0827079,0.0545,0.0645,0.0222,13.609,0.028,38.4,3.566,13.487,0.036,30.3,1.125,10.586,0.102,10.6,1.005,8.628,0.486,2.2,1.03,2,1,0.0,0.0,0.0,0.0,405,110,423,128,0000,5,nnnn,AAAC,0000,24,24,24,24,11,14,1,14
567,568,0.038079,-79.223373,146.04575,33.072972222,J094410.97+330422.7,146.0457376,33.0729742,0.0723,0.0754,0.0056,14.636,0.033,33.3,2.997,14.326,0.049,22.3,1.156,10.733,0.101,10.7,0.9482,9.016,0.52,2.1,0.9032,1,0,0.0,0.0,0.0,0.0,0,221,0,231,0000,0,001n,AAAC,0000,24,24,24,24,9,14,0,14
568,569,2.070291,36.321766,146.06079167,0.19230555556,J094414.67+001133.9,146.0611323,0.1927689,0.062,0.0704,0.0317,13.715,0.033,33.0,1.711,13.422,0.041,26.3,0.9373,10.141,0.085,12.8,0.9092,8.159,,1.0,1.04,2,1,0.0,0.0,0.0,0.0,-313,164,-637,168,0000,4,nnnn,AAAU,1111,23,23,22,22,10,10,0,10
570,571,0.124496,14.953318,146.19454167,14.889388889,J094446.69+145321.9,146.1945509,14.8894223,0.0417,0.04,-0.0082,12.154,0.023,46.4,11.59,12.105,0.023,46.6,3.244,10.221,0.067,16.2,1.164,7.643,0.148,7.3,1.038,1,0,0.0,0.0,0.0,0.001,183,65,124,61,0000,5,221n,AAAB,0000,28,28,28,28,17,17,4,17
571,572,0.730671,-125.845206,146.19545833,54.646055556,J094446.84+543845.3,146.195174,54.6459367,0.0559,0.0476,0.0242,12.776,0.027,40.1,3.78,12.816,0.03,36.3,1.203,11.801,0.28,3.9,0.8993,8.756,,-0.1,0.9879,2,1,0.0,0.0,0.0,0.0,231,48,40,48,0000,5,nnnn,AABU,0011,41,41,42,42,2,16,0,18
572,573,0.113369,14.575668,146.201,14.879222222,J094448.24+145245.3,146.2010082,14.8792527,0.0413,0.0396,-0.0097,11.862,0.023,47.4,13.36,11.929,0.023,46.5,3.689,10.736,0.102,10.6,1.189,8.184,0.217,5.0,1.153,1,0,0.0,0.0,0.0,0.0,134,52,97,50,0000,5,21nn,AAAB,0000,28,28,28,28,6,16,3,16
573,574,0.213525,177.744599,146.22504167,54.639166667,J094454.01+543820.7,146.2250457,54.6391074,0.0392,0.0384,-0.0111,11.983,0.023,48.1,20.76,11.987,0.022,49.3,5.205,10.218,0.061,17.8,0.992,8.43,0.303,3.6,0.976,1,0,0.0,0.0,0.0,0.0,-16,42,137,43,0000,5,220n,AAAB,0011,41,41,41,41,15,15,1,17
576,577,0.078905,-99.218062,146.31979167,56.372111111,J094516.74+562219.5,146.3197526,56.3721076,0.0496,0.0497,-0.0102,13.928,0.025,43.7,1.79,13.717,0.03,36.1,0.9798,12.305,0.279,3.9,1.059,9.039,,0.6,0.9547,2,0,0.0,0.0,0.0,0.0,-16,76,109,80,0000,0,11nn,AABU,0011,59,59,60,60,0,30,0,30
578,579,0.761021,-0.42462,146.37379167,-0.36838888889,J094529.70-002205.4,146.3737901,-0.3681775,0.0399,0.0411,-0.0074,12.655,0.024,45.5,17.1,12.492,0.025,43.0,6.706,8.622,0.029,37.9,4.613,6.205,0.068,15.9,7.048,2,0,0.0,0.0,0.0,0.0,165,53,10,61,0000,5,1122,AAAA,1111,23,23,23,23,11,11,10,11
579,580,0.312235,46.935649,146.38133333,-0.38647222222,J094531.53-002311.0,146.3813967,-0.386413,0.0474,0.0486,-0.0075,13.413,0.025,43.2,3.313,13.21,0.03,36.0,1.186,9.609,0.045,24.3,0.9496,7.755,0.177,6.1,1.134,1,0,0.0,0.0,0.0,0.0,-99,72,-48,291,0000,1,001n,AAAB,1111,23,23,22,22,11,11,1,11
580,581,0.202328,-87.495847,146.47670833,42.644444444,J094554.39+423840.0,146.476632,42.6444469,0.0336,0.0333,-0.0071,11.8,0.022,49.1,4.182,11.101,0.02,53.0,1.573,8.076,0.022,48.4,1.209,5.453,0.042,25.8,1.137,1,0,0.0,0.0,0.0,0.0,38,38,40,38,0000,5,3300,AAAA,0000,26,26,26,26,12,12,12,12
581,582,0.039915,-33.718962,146.47704167,42.638527778,J094554.48+423818.7,146.4770333,42.638537,0.0386,0.0392,-0.0085,13.178,0.023,46.7,1.716,12.4,0.024,45.9,1.048,8.68,0.028,38.5,0.9727,5.842,0.051,21.2,1.316,1,0,0.0,0.0,0.0,0.0,40,53,38,56,0000,0,0000,AAAA,0000,25,25,25,25,12,12,12,12
584,585,1.658415,-81.727939,146.77866667,18.903222222,J094706.76+185411.8,146.7781848,18.9032885,0.067,0.0505,-0.0184,13.183,0.029,37.8,5.288,13.188,0.036,30.3,1.422,10.439,0.097,11.2,1.1,8.539,,-1.0,1.084,2,1,0.0,0.0,0.0,0.0,478,100,-209,85,0000,5,nnnn,AAAU,0000,22,22,22,22,8,11,0,11
585,586,0.091275,-164.891376,146.78525,52.678277778,J094708.45+524041.7,146.7852391,52.6782533,0.0536,0.053,-0.0066,13.748,0.026,41.7,6.131,13.594,0.033,32.4,1.472,10.38,0.067,16.1,1.204,8.414,0.303,3.6,1.04,1,0,0.0,0.002,0.0,0.0,240,242,228,212,0000,1,011n,AAAB,0011,27,27,26,27,13,13,1,13
586,587,0.091318,-83.9907,146.79670833,52.704694444,J094711.20+524216.9,146.7966667,52.7046971,0.0424,0.0414,-0.0096,12.321,0.023,46.6,31.18,12.33,0.024,45.8,7.661,10.495,0.079,13.7,1.329,8.306,,1.7,0.8769,1,0,0.0,0.0,0.0,0.0,71,60,118,68,0000,5,110n,AAAU,0011,26,26,26,26,10,13,0,13
587,588,0.675395,173.987969,146.81020833,18.877277778,J094714.45+185237.5,146.8102291,18.8770912,0.0461,0.0738,-0.013,12.421,0.034,32.0,4.86,12.501,0.036,30.0,1.502,11.913,0.434,2.5,0.9174,7.994,,0.6,0.859,2,1,0.0,0.0,0.0,0.0,287,51,146,55,0000,5,nnnn,AACU,0000,24,24,24,24,0,10,0,11
588,589,0.085093,-23.151875,146.839375,32.344416667,J094721.44+322039.9,146.839364,32.3444384,0.0532,0.0547,-0.0041,13.809,0.027,39.9,1.512,13.474,0.034,31.9,0.9651,9.984,0.058,18.6,1.031,8.8,0.407,2.7,0.955,1,0,0.0,0.0,0.0,0.0,30,202,46,175,0000,0,110n,AAAC,0000,23,23,23,23,14,14,0,14
590,591,0.216612,4.962942,146.91875,21.637555556,J094740.50+213815.4,146.9187556,21.6376155,0.0522,0.0533,-0.0076,13.484,0.026,41.2,14.21,13.392,0.033,33.3,2.758,10.359,0.088,12.3,1.044,8.807,0.524,2.1,1.091,1,0,0.0,0.0,0.0,0.0,-261,124,-90,130,0000,5,000n,AAAC,0000,21,21,21,21,11,11,0,11
591,592,1.343333,179.080264,146.92325,63.6615,J094741.58+633940.0,146.9232635,63.6611269,0.0458,0.0455,-0.0064,13.464,0.024,44.4,3.017,12.978,0.026,41.4,1.184,10.792,0.093,11.7,0.9509,8.165,0.242,4.5,1.146,1,0,0.0,0.0,0.0,0.0,45,121,215,110,0000,1,011n,AAAB,0000,32,32,32,32,9,14,1,11
592,593,0.857111,1.441573,146.92325,63.660888889,J094741.58+633940.0,146.9232635,63.6611269,0.0458,0.0455,-0.0064,13.464,0.024,44.4,3.017,12.978,0.026,41.4,1.184,10.792,0.093,11.7,0.9509,8.165,0.242,4.5,1.146,1,0,0.0,0.0,0.0,0.0,45,121,215,110,0000,1,011n,AAAB,0000,32,32,32,32,9,14,1,11
593,594,0.391523,76.656334,146.93445833,21.6685,J094744.29+214006.6,146.9345722,21.6685251,0.0386,0.0368,-0.0079,11.535,0.022,48.3,29.01,11.572,0.021,52.2,9.462,10.562,0.097,11.2,0.9442,8.154,,1.9,0.8304,1,0,0.0,0.0,0.0,0.0,-16,48,286,48,0000,5,110n,AAAU,0000,22,22,22,22,10,11,0,11
594,595,1.604327,36.830662,146.99033333,2.3405,J094757.74+022027.0,146.9906007,2.3408567,0.0665,0.0822,0.0449,13.49,0.042,25.9,1.508,13.422,0.047,23.1,0.9492,11.328,0.231,4.7,0.9007,7.548,,1.4,0.8961,2,1,0.0,0.0,0.0,0.0,82,74,20,81,0000,4,nnnn,AABU,1100,23,23,23,23,1,10,0,10
595,596,0.114949,-101.338695,146.99920833,2.3422777778,J094759.80+022032.1,146.999177,2.3422715,0.0498,0.0496,-0.011,13.372,0.025,43.7,3.028,13.279,0.03,36.6,0.9701,11.886,,1.2,0.9345,8.893,,-0.6,1.014,1,0,0.0,0.0,0.0,0.0,268,81,278,86,0000,1,00nn,AAUU,1100,24,24,24,24,0,11,0,11
596,597,2.577602,59.388063,147.006375,34.873,J094801.71+345224.1,147.0071261,34.8733646,0.0481,0.0487,-0.0013,13.234,0.026,42.5,14.26,13.176,0.029,37.0,2.662,10.104,0.06,18.2,1.236,8.097,0.217,5.0,0.9685,1,0,0.0,0.0,0.0,0.0,-38,131,132,135,0000,1,000n,AAAB,0000,22,22,22,22,13,13,2,13
597,598,,,147.008,34.873972222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,599,0.233496,-134.095605,147.01666667,20.302333333,J094803.98+201808.2,147.016617,20.3022882,0.0383,0.0382,-0.0082,12.184,0.023,47.3,30.13,12.097,0.024,46.0,8.132,8.473,0.027,39.8,5.498,6.485,0.074,14.6,1.015,1,0,0.0,0.0,0.0,0.0,104,48,-194,50,0000,5,1100,AAAA,0000,23,23,23,23,11,11,11,11
599,600,0.048779,-169.229403,147.038125,20.309111111,J094809.14+201832.7,147.0381223,20.3090978,0.0366,0.0362,-0.008,11.882,0.023,47.9,10.71,11.57,0.022,48.9,2.492,8.625,0.026,41.5,1.037,5.814,0.061,17.9,0.9169,1,0,0.0,0.0,0.0,0.0,108,44,23,45,0000,5,0000,AAAA,0000,23,23,23,23,11,11,11,11
600,601,0.077701,-83.051491,147.13933333,47.367638889,J094833.43+472203.5,147.1393017,47.3676415,0.0434,0.0424,-0.0065,12.795,0.023,47.9,18.86,12.78,0.026,42.0,3.933,10.192,0.072,15.0,1.241,8.354,0.274,4.0,0.8091,1,0,0.0,0.0,0.0,0.0,78,91,351,91,0000,5,110n,AAAB,0000,26,26,26,26,12,12,0,12
601,602,0.314256,-119.58654,147.17520833,47.3455,J094842.02+472043.6,147.1750963,47.3454569,0.0312,0.0309,-0.0052,11.461,0.022,49.7,24.32,11.273,0.02,55.2,9.008,7.331,0.017,63.1,5.747,5.481,0.035,31.4,1.034,1,0,0.0,0.0,0.0,0.0,428,37,-14,38,0000,5,1100,AAAA,0000,26,26,26,26,13,13,13,13
602,603,0.167258,90.191832,147.19341667,4.9393055556,J094846.43+045621.4,147.1934633,4.9393054,0.0461,0.0455,-0.0092,12.887,0.024,45.5,6.152,12.781,0.027,40.3,1.424,12.174,0.4,2.7,0.8726,8.934,,-0.5,0.9773,1,0,0.0,0.0,0.0,0.004,-85,67,142,72,0000,1,11nn,AACU,1100,23,23,23,23,0,11,0,11
603,604,0.108908,-82.42324,147.197,4.9416111111,J094847.27+045629.8,147.1969699,4.9416151,0.0544,0.055,-0.0044,13.67,0.026,41.3,3.668,13.49,0.034,31.6,1.113,11.238,0.156,7.0,1.099,8.879,,-0.5,1.061,1,0,0.0,0.0,0.0,0.0,11,112,193,116,0000,1,11nn,AABU,1100,23,23,23,23,3,11,0,11
604,605,1.348526,-178.740829,147.30633333,1.17775,J094913.51+011038.5,147.3063251,1.1773755,0.0526,0.0876,-0.0124,13.246,0.038,28.3,3.216,13.265,0.044,24.7,1.123,10.149,0.09,12.1,1.016,8.247,0.475,2.3,0.9122,2,1,0.0,0.0,0.0,0.0,159,112,564,286,0000,5,nnnn,AAAC,1100,24,24,24,24,12,12,0,12
605,606,0.270765,84.651274,147.3455,1.1453888889,J094922.93+010843.4,147.3455749,1.1453959,0.0298,0.0291,-0.0047,10.493,0.022,49.1,38.88,10.298,0.019,56.3,21.18,6.153,0.015,73.5,28.31,4.336,0.028,38.5,3.141,1,0,0.0,0.0,0.0,0.0,-4,36,55,34,0000,5,2100,AAAA,1100,22,22,22,22,11,11,11,11
